日期,收盤,開盤,最高,最低,成交量
2019/10/3, NT$276.50 , NT$274.00 , NT$277.50 , NT$274.00 ,"35,874,864"
2019/10/4, NT$276.50 , NT$279.50 , NT$280.00 , NT$275.00 ,"35,814,613"
2019/10/7, NT$278.00 , NT$279.00 , NT$279.50 , NT$277.50 ,"17,750,230"
2019/10/8, NT$286.50 , NT$283.50 , NT$286.50 , NT$282.50 ,"39,868,551"
2019/10/9, NT$282.00 , NT$283.50 , NT$286.00 , NT$282.00 ,"34,895,456"
2019/10/14, NT$290.00 , NT$291.50 , NT$291.50 , NT$288.50 ,"53,403,517"
2019/10/15, NT$293.50 , NT$293.50 , NT$296.00 , NT$292.00 ,"54,754,830"
2019/10/16, NT$296.50 , NT$298.00 , NT$298.00 , NT$293.50 ,"42,917,144"
2019/10/17, NT$293.50 , NT$295.00 , NT$295.50 , NT$292.00 ,"41,920,938"
2019/10/18, NT$293.00 , NT$293.00 , NT$295.50 , NT$291.00 ,"45,460,984"
2019/10/21, NT$290.00 , NT$291.00 , NT$291.00 , NT$288.50 ,"35,860,365"
2019/10/22, NT$294.00 , NT$292.50 , NT$294.00 , NT$291.50 ,"26,525,020"
2019/10/23, NT$293.00 , NT$293.50 , NT$293.50 , NT$290.50 ,"30,382,408"
2019/10/24, NT$293.00 , NT$294.50 , NT$294.50 , NT$291.00 ,"29,040,827"
2019/10/25, NT$293.50 , NT$294.50 , NT$294.50 , NT$292.50 ,"25,082,711"
2019/10/28, NT$294.50 , NT$295.00 , NT$295.50 , NT$294.00 ,"20,216,561"
2019/10/29, NT$298.50 , NT$297.00 , NT$298.50 , NT$296.50 ,"37,130,131"
2019/10/30, NT$299.50 , NT$298.50 , NT$299.50 , NT$296.50 ,"32,370,342"
2019/10/31, NT$298.50 , NT$300.00 , NT$301.50 , NT$298.50 ,"43,123,514"
2019/11/1, NT$299.00 , NT$299.50 , NT$299.50 , NT$296.50 ,"30,216,678"
2019/11/4, NT$307.00 , NT$302.50 , NT$308.00 , NT$301.00 ,"45,155,671"
2019/11/5, NT$310.50 , NT$307.50 , NT$310.50 , NT$307.00 ,"32,253,184"
2019/11/6, NT$311.00 , NT$309.00 , NT$311.50 , NT$308.00 ,"22,149,743"
2019/11/7, NT$309.00 , NT$310.00 , NT$310.00 , NT$306.50 ,"28,453,659"
2019/11/8, NT$305.50 , NT$308.50 , NT$309.00 , NT$305.50 ,"26,230,542"
2019/11/11, NT$301.00 , NT$305.00 , NT$305.00 , NT$300.00 ,"35,285,583"
2019/11/12, NT$305.00 , NT$302.50 , NT$305.00 , NT$302.00 ,"19,016,708"
2019/11/13, NT$304.00 , NT$303.00 , NT$304.00 , NT$301.50 ,"18,422,438"
2019/11/14, NT$303.50 , NT$304.50 , NT$305.00 , NT$302.00 ,"15,734,835"
2019/11/15, NT$307.00 , NT$305.50 , NT$307.50 , NT$304.50 ,"29,038,445"
2019/11/18, NT$311.00 , NT$308.50 , NT$311.00 , NT$307.00 ,"18,741,325"
2019/11/19, NT$315.00 , NT$312.50 , NT$315.00 , NT$311.00 ,"33,096,197"
2019/11/20, NT$313.50 , NT$314.00 , NT$314.00 , NT$312.00 ,"24,538,973"
2019/11/21, NT$311.00 , NT$309.50 , NT$311.00 , NT$307.00 ,"30,163,833"
2019/11/22, NT$309.00 , NT$310.00 , NT$310.50 , NT$308.00 ,"26,492,984"
2019/11/25, NT$307.00 , NT$310.50 , NT$310.50 , NT$307.00 ,"19,855,177"
2019/11/26, NT$307.00 , NT$310.00 , NT$310.50 , NT$307.00 ,"101,916,622"
2019/11/27, NT$311.00 , NT$307.50 , NT$311.50 , NT$307.50 ,"18,527,648"
2019/11/28, NT$309.50 , NT$310.00 , NT$312.00 , NT$308.50 ,"19,718,982"
2019/11/29, NT$305.00 , NT$309.00 , NT$309.50 , NT$305.00 ,"32,423,561"
2019/12/2, NT$307.50 , NT$307.00 , NT$308.00 , NT$306.50 ,"25,516,807"
2019/12/3, NT$307.00 , NT$305.00 , NT$307.00 , NT$305.00 ,"27,686,319"
2019/12/4, NT$306.00 , NT$305.00 , NT$306.00 , NT$304.00 ,"34,911,686"
2019/12/5, NT$312.00 , NT$309.00 , NT$312.00 , NT$309.00 ,"39,349,842"
2019/12/6, NT$313.00 , NT$315.00 , NT$316.00 , NT$311.00 ,"18,402,703"
2019/12/9, NT$316.00 , NT$314.00 , NT$316.50 , NT$314.00 ,"23,556,081"
2019/12/10, NT$313.50 , NT$315.00 , NT$315.50 , NT$312.50 ,"20,847,594"
2019/12/11, NT$319.00 , NT$314.00 , NT$319.00 , NT$313.00 ,"34,329,148"
2019/12/12, NT$331.50 , NT$325.00 , NT$334.50 , NT$324.00 ,"52,801,851"
2019/12/13, NT$339.00 , NT$340.00 , NT$343.00 , NT$338.00 ,"60,843,939"
2019/12/16, NT$336.00 , NT$336.50 , NT$338.50 , NT$336.00 ,"48,340,188"
2019/12/17, NT$345.00 , NT$335.00 , NT$345.00 , NT$335.00 ,"41,428,458"
2019/12/18, NT$344.50 , NT$341.50 , NT$345.00 , NT$341.50 ,"42,486,841"
2019/12/19, NT$335.00 , NT$340.00 , NT$342.00 , NT$335.00 ,"55,667,012"
2019/12/20, NT$329.00 , NT$332.00 , NT$333.00 , NT$328.50 ,"86,280,459"
2019/12/23, NT$334.00 , NT$329.50 , NT$334.00 , NT$329.50 ,"26,911,340"
2019/12/24, NT$332.00 , NT$334.00 , NT$334.50 , NT$332.00 ,"13,783,907"
2019/12/25, NT$333.00 , NT$332.00 , NT$334.50 , NT$331.00 ,"12,262,954"
2019/12/26, NT$333.00 , NT$333.00 , NT$334.00 , NT$331.50 ,"11,427,884"
2019/12/27, NT$338.00 , NT$335.00 , NT$338.00 , NT$335.00 ,"16,677,806"
2019/12/30, NT$334.50 , NT$338.00 , NT$339.00 , NT$334.00 ,"21,591,263"
2019/12/31, NT$331.00 , NT$331.00 , NT$333.50 , NT$331.00 ,"22,950,517"
2020/1/2, NT$339.00 , NT$332.50 , NT$339.00 , NT$332.50 ,"33,282,120"
2020/1/3, NT$339.50 , NT$344.00 , NT$345.00 , NT$335.50 ,"42,023,268"
2020/1/6, NT$332.00 , NT$333.00 , NT$334.50 , NT$332.00 ,"45,677,057"
2020/1/7, NT$329.50 , NT$332.50 , NT$333.00 , NT$326.50 ,"51,746,181"
2020/1/8, NT$329.50 , NT$325.00 , NT$333.00 , NT$325.00 ,"37,913,748"
2020/1/9, NT$337.50 , NT$335.00 , NT$337.50 , NT$333.50 ,"32,397,504"
2020/1/10, NT$339.50 , NT$340.50 , NT$341.00 , NT$336.00 ,"27,880,115"
2020/1/13, NT$341.50 , NT$342.00 , NT$342.00 , NT$339.00 ,"30,663,332"
2020/1/14, NT$346.00 , NT$345.50 , NT$346.00 , NT$344.50 ,"30,368,993"
2020/1/15, NT$340.00 , NT$345.00 , NT$345.00 , NT$337.50 ,"54,575,274"
2020/1/16, NT$334.50 , NT$330.00 , NT$336.50 , NT$330.00 ,"58,217,420"
2020/1/17, NT$333.00 , NT$334.00 , NT$335.50 , NT$332.00 ,"53,908,097"
2020/1/20, NT$333.00 , NT$334.00 , NT$335.50 , NT$333.00 ,"35,551,203"
2020/1/30, NT$316.50 , NT$326.00 , NT$326.00 , NT$316.50 ,"126,820,049"
2020/1/31, NT$320.00 , NT$323.00 , NT$323.50 , NT$319.00 ,"62,912,055"
2020/2/3, NT$315.00 , NT$315.00 , NT$316.50 , NT$312.00 ,"59,711,849"
2020/2/4, NT$325.00 , NT$319.00 , NT$326.00 , NT$318.00 ,"52,208,496"
2020/2/5, NT$327.50 , NT$329.00 , NT$329.50 , NT$324.50 ,"36,601,453"
2020/2/6, NT$332.50 , NT$329.50 , NT$332.50 , NT$329.00 ,"29,659,094"
2020/2/7, NT$328.00 , NT$330.00 , NT$330.50 , NT$326.00 ,"30,055,327"
2020/2/10, NT$327.50 , NT$321.50 , NT$328.00 , NT$321.00 ,"30,814,424"
2020/2/11, NT$331.50 , NT$330.50 , NT$332.50 , NT$330.00 ,"29,062,935"
2020/2/12, NT$335.00 , NT$333.50 , NT$336.00 , NT$333.00 ,"37,612,639"
2020/2/13, NT$335.00 , NT$338.00 , NT$338.00 , NT$335.00 ,"23,217,021"
2020/2/14, NT$335.00 , NT$337.00 , NT$337.00 , NT$334.50 ,"18,326,683"
2020/2/17, NT$331.50 , NT$331.50 , NT$333.00 , NT$330.50 ,"16,145,079"
2020/2/18, NT$322.00 , NT$324.50 , NT$326.50 , NT$322.00 ,"64,662,604"
2020/2/19, NT$326.50 , NT$322.50 , NT$327.00 , NT$322.00 ,"48,856,218"
2020/2/20, NT$325.50 , NT$328.00 , NT$329.00 , NT$325.00 ,"27,061,736"
2020/2/21, NT$325.00 , NT$325.50 , NT$326.50 , NT$323.00 ,"22,974,534"
2020/2/24, NT$320.00 , NT$319.50 , NT$321.50 , NT$319.50 ,"42,946,680"
2020/2/25, NT$322.00 , NT$320.00 , NT$323.50 , NT$317.50 ,"38,674,011"
2020/2/26, NT$318.50 , NT$317.00 , NT$320.50 , NT$316.50 ,"60,768,362"
2020/2/27, NT$316.00 , NT$319.00 , NT$320.00 , NT$315.00 ,"62,401,927"
2020/3/2, NT$311.00 , NT$308.00 , NT$317.00 , NT$308.00 ,"86,372,942"
2020/3/3, NT$317.50 , NT$318.50 , NT$320.00 , NT$316.00 ,"55,169,411"
2020/3/4, NT$320.50 , NT$322.00 , NT$322.00 , NT$317.00 ,"44,745,146"
2020/3/5, NT$323.00 , NT$325.00 , NT$326.00 , NT$323.00 ,"38,223,525"
2020/3/6, NT$315.00 , NT$320.00 , NT$320.50 , NT$315.00 ,"52,807,760"
2020/3/9, NT$305.50 , NT$307.50 , NT$310.00 , NT$305.50 ,"88,633,277"
2020/3/10, NT$307.00 , NT$301.50 , NT$309.00 , NT$301.00 ,"74,869,130"
2020/3/11, NT$302.00 , NT$309.00 , NT$310.50 , NT$302.00 ,"64,923,710"
2020/3/12, NT$294.00 , NT$299.00 , NT$299.00 , NT$287.00 ,"114,173,351"
2020/3/13, NT$290.00 , NT$275.00 , NT$294.00 , NT$272.50 ,"151,268,148"
