日期,收盤,開盤,最高,最低,成交量
2024/1/1, NT$134.35 , NT$135.60 , NT$136.65 , NT$127.30 ,"298,826,320 "
2024/2/1, NT$143.30 , NT$134.35 , NT$144.20 , NT$133.60 ,"192,423,211 "
2024/3/1, NT$157.90 , NT$143.55 , NT$159.20 , NT$142.80 ,"290,125,219 "
2024/4/1, NT$158.25 , NT$158.20 , NT$163.35 , NT$149.50 ,"174,626,154 "
2024/5/1, NT$166.00 , NT$157.35 , NT$173.40 , NT$156.00 ,"169,169,904 "
2024/6/1, NT$186.45 , NT$168.65 , NT$189.75 , NT$166.15 ,"204,608,382 "
2024/7/1, NT$180.85 , NT$186.55 , NT$202.80 , NT$177.10 ,"290,719,313 "
2024/8/1, NT$181.35 , NT$185.00 , NT$185.20 , NT$158.40 ,"422,187,160 "
2024/9/1, NT$183.95 , NT$181.90 , NT$191.25 , NT$170.00 ,"237,506,419 "
2024/10/1, NT$191.80 , NT$183.90 , NT$200.20 , NT$183.00 ,"263,571,177 "
