日期,收盤,開盤,最高,最低,成交量
2009/6/1,54.43 ,60.20 ,60.30 ,50.75 ,"1,644,924,761"
2009/7/1,58.90 ,54.03 ,59.20 ,53.10 ,"1,495,605,037"
2009/8/1,59.20 ,58.60 ,59.80 ,56.50 ,"998,422,669"
2009/9/1,64.50 ,59.40 ,65.00 ,58.70 ,"1,200,872,804"
2009/10/1,60.00 ,65.00 ,65.20 ,59.00 ,"1,492,139,217"
2009/11/1,61.10 ,59.50 ,63.20 ,59.00 ,"1,133,939,777"
2009/12/1,64.50 ,61.50 ,64.50 ,60.40 ,"1,038,495,258"
2010/1/1,61.50 ,65.00 ,65.10 ,59.40 ,"1,018,778,395"
2010/2/1,58.80 ,60.70 ,60.70 ,57.00 ,"709,611,617"
2010/3/1,61.50 ,59.50 ,62.40 ,58.20 ,"1,132,674,886"
2010/4/1,61.80 ,61.50 ,64.90 ,60.80 ,"1,059,833,257"
2010/5/1,60.20 ,62.60 ,62.60 ,57.70 ,"986,920,329"
2010/6/1,60.60 ,59.90 ,63.70 ,58.30 ,"906,871,508"
2010/7/1,62.40 ,60.60 ,63.10 ,58.80 ,"1,074,543,627"
2010/8/1,58.90 ,62.60 ,62.80 ,58.40 ,"989,842,612"
2010/9/1,62.00 ,59.30 ,62.30 ,58.70 ,"1,028,026,363"
2010/10/1,62.80 ,62.20 ,63.10 ,60.10 ,"811,235,554"
2010/11/1,63.40 ,63.40 ,64.70 ,63.00 ,"839,469,474"
2010/12/1,71.00 ,63.80 ,75.00 ,63.80 ,"1,496,631,849"
2011/1/1,76.30 ,71.50 ,78.30 ,69.60 ,"1,353,616,348"
2011/2/1,70.50 ,77.00 ,77.00 ,69.90 ,"1,033,654,452"
2011/3/1,70.60 ,70.00 ,72.20 ,65.70 ,"1,268,289,393"
2011/4/1,73.20 ,70.70 ,73.90 ,68.00 ,"983,177,475"
2011/5/1,76.70 ,73.90 ,76.90 ,73.00 ,"987,256,484"
2011/6/1,72.20 ,76.30 ,78.20 ,70.40 ,"1,295,262,736"
